MASV,HOTEN,PHAI,NGSINH,DCHI,DT,MACT,MANGANH,SOTCTL,DTBTL
SV1340,Võ Tú Thúy,Nữ,2005-09-06,Quảng Bình,0480468299,CTTT,CNTT,,
SV1341,Hoàng Quốc Việt Thắng,Nam,2002-07-25,Bến Tre,0694511306,CQ,CNTT,,
SV1342,Hoàng Hồng Thanh,Nữ,2004-05-23,Quảng Trị,0909618830,CTTT,CNTT,,
SV1343,Huỳnh Huy Tân,Nữ,2000-03-23,Cao Bằng,0667242996,CQ,CNTT,,
SV1344,Nguyễn Thị Nguyệt,Nữ,2002-05-02,Hà Nội,0408316827,CLC,CNTT,,
SV1345,Võ Huy Tú Quang,Nữ,2002-05-11,Hà Nội,0976266560,CQ,CNTT,,
SV1346,Đỗ Như Thắng,Nam,2004-04-10,Quảng Bình,0656753649,VP,CNTT,,
SV1347,Đặng Hào Nam Hương,Nam,2003-01-17,Bình Dương,0636614825,VP,CNTT,,
SV1348,Đặng Thành Đức Trường,Nữ,2002-03-30,Tiền Giang,0505259668,CLC,CNTT,,
SV1349,Nguyễn Thành Tú,Nữ,2006-04-05,Khánh Hòa,0808287971,CTTT,CNTT,,
SV1350,Bùi Thị Kim Thắm,Nữ,2002-07-31,Bình Định,0780988113,CQ,CNTT,,
SV1351,Hoàng Đức Bảo,Nữ,2000-02-09,Thừa Thiên Huế,0877369227,VP,CNTT,,
SV1352,Hoàng Như Hòa,Nữ,1998-08-12,TP. Hồ Chí Minh,0821332438,CTTT,CNTT,,
SV1353,Hoàng Đức Hưng,Nữ,2000-06-03,Điện Biên,0527811568,CQ,CNTT,,
SV1354,Lê Hào Nam Đức,Nữ,2006-04-10,Bà Rịa - Vũng Tàu,0329004465,CTTT,CNTT,,
SV1355,Đặng Minh Hà Khánh,Nam,1998-12-24,Lào Cai,0829118590,CLC,CNTT,,
SV1356,Huỳnh Văn Huy Đức,Nữ,2002-05-06,Tuyên Quang,0489591296,CQ,CNTT,,
SV1357,Nguyễn Hào Nam Hải,Nữ,2005-08-26,Hòa Bình,0759945785,CTTT,CNTT,,
SV1358,Huỳnh Tú Quân Minh,Nam,2001-11-11,Khánh Hòa,0408039485,VP,CNTT,,
SV1359,Đặng Tú Quân Quỳnh,Nữ,2006-05-01,Hà Nam,0669312961,CLC,CNTT,,
SV1360,Hoàng Đức Thanh,Nữ,2003-07-04,Quảng Trị,0993096940,CTTT,CNTT,,
SV1361,Phạm Thành Khánh,Nam,2000-11-05,Thái Bình,0948272581,VP,CNTT,,
SV1362,Võ Hồng Quỳnh,Nam,2001-04-22,Hậu Giang,0604446403,VP,CNTT,,
SV1363,Đỗ Huy Phúc,Nữ,2004-07-27,Điện Biên,0761491526,CQ,CNTT,,
SV1364,Đặng Hồng Trang,Nam,2005-05-02,Quảng Ninh,0331742308,VP,CNTT,,
SV1365,Nguyễn Phương Anh Hoàng,Nữ,2004-10-15,Nghệ An,0337570168,CLC,CNTT,,
SV1366,Hoàng Văn Thắng,Nam,2001-07-06,Hải Phòng,0789715596,CQ,CNTT,,
SV1367,Võ Minh Hà Phương,Nam,2006-05-18,Sơn La,0584602320,CLC,CNTT,,
SV1368,Huỳnh Văn Huy Anh,Nữ,2003-03-13,Hải Phòng,0345598082,VP,CNTT,,
SV1369,Võ Tú Quân Duy,Nữ,2003-03-28,Vĩnh Long,0947008325,CLC,CNTT,,
SV1370,Trần Thị Kim Ngân,Nam,2005-08-12,Thái Bình,0561757468,CQ,CNTT,,
SV1371,Đỗ Thị Kim Dương,Nam,2000-08-11,Nam Định,0509173119,CTTT,CNTT,,
SV1372,Đặng Tú Diệu,Nữ,2004-12-14,Đắk Lắk,0859462256,CTTT,CNTT,,
SV1373,Huỳnh Huy Hoàng,Nữ,2001-10-20,Quảng Trị,0345288179,VP,CNTT,,
SV1374,Nguyễn Thị Kim Bình,Nữ,1999-12-20,Bà Rịa - Vũng Tàu,0724023033,CQ,CNTT,,
SV1375,Đỗ Huy Nam,Nữ,2003-06-04,Long An,0316116831,CQ,CNTT,,
SV1376,Hoàng Phương Thúy,Nam,2003-05-05,Thái Nguyên,0337754231,CTTT,CNTT,,
SV1377,Võ Thành Khánh,Nam,2000-11-06,Tây Ninh,0977389229,VP,CNTT,,
SV1378,Đỗ Thành Khải,Nam,2002-08-13,Nghệ An,0974312948,CTTT,CNTT,,
SV1379,Đặng Minh Bình,Nam,2005-06-19,Bạc Liêu,0805301479,CLC,CNTT,,
SV1380,Lê Thành Đức Đức,Nam,2003-10-20,Điện Biên,0582641196,CLC,CNTT,,
SV1381,Võ Hồng Thắng,Nữ,2004-03-22,Đắk Lắk,0444375351,CQ,CNTT,,
SV1382,Nguyễn Thị Kim Ngân,Nam,2002-09-28,Quảng Ngãi,0822177282,CTTT,CNTT,,
SV1383,Hoàng Huy Tú Trang,Nữ,2002-11-16,Tây Ninh,0635045076,CTTT,CNTT,,
SV1384,Trần Huy Nam,Nữ,2001-06-21,Bắc Ninh,0639370425,VP,CNTT,,
SV1385,Lê Huy Tú Thắng,Nam,2002-07-31,Lai Châu,0476248783,VP,CNTT,,
SV1386,Võ Huy Thúy,Nam,2005-07-09,Tuyên Quang,0496001444,CTTT,CNTT,,
SV1387,Hoàng Huy Tú Tâm,Nữ,1998-09-15,Quảng Ninh,0830359073,CLC,CNTT,,
SV1388,Đặng Phương Anh Phượng,Nữ,2004-07-08,Yên Bái,0610044245,CLC,CNTT,,
SV1389,Hoàng Phương Anh Hải,Nữ,2001-01-03,Sóc Trăng,0913697082,VP,CNTT,,
SV1390,Đỗ Huy Tú Thanh,Nam,2000-01-19,Phú Yên,0718232826,CLC,CNTT,,
SV1391,Hoàng Tú Hiếu,Nam,2005-11-22,Tây Ninh,0502023849,VP,CNTT,,
SV1392,Hoàng Minh Hà Nam,Nam,2005-05-26,Ninh Thuận,0780107714,CTTT,CNTT,,
SV1393,Hoàng Huy Tú Diệu,Nam,2005-05-07,Lào Cai,0885941744,CTTT,CNTT,,
SV1394,Lê Phương Anh Quang,Nam,2005-05-13,Quảng Nam,0450926835,CTTT,CNTT,,
SV1395,Lê Tú Quân Minh,Nam,1999-05-05,Sóc Trăng,0870998109,CQ,CNTT,,
SV1396,Bùi Đức Long Trúc,Nam,1999-02-09,Hà Giang,0776197225,CQ,CNTT,,
SV1397,Nguyễn Minh Hà Ngọc,Nữ,2002-08-19,Vĩnh Phúc,0728229190,CQ,CNTT,,
SV1398,Đặng Thị Kim Khải,Nam,1999-10-31,Đồng Nai,0382993655,CTTT,CNTT,,
SV1399,Đỗ Như Mai,Nam,2004-06-01,Thanh Hóa,0935662426,CLC,CNTT,,
SV1400,Hoàng Thị Kim Thắng,Nam,2004-12-29,Nghệ An,0394712535,CQ,CNTT,,
SV1401,Nguyễn Phương Linh,Nữ,2006-03-04,Yên Bái,0981211807,CTTT,CNTT,,
SV1402,Hoàng Đức Long Phong,Nữ,2004-06-15,Hà Nam,0387226419,VP,CNTT,,
SV1403,Hoàng Quốc Việt Đức,Nam,2001-12-24,Ninh Bình,0525965768,VP,CNTT,,
SV1404,Võ Phương Hòa,Nam,2001-12-11,Phú Thọ,0834163901,CQ,CNTT,,
SV1405,Trần Đức Hải,Nam,2003-12-19,Sơn La,0540275356,CLC,CNTT,,
SV1406,Bùi Văn Trường,Nữ,2001-05-20,Sơn La,0308344728,CLC,CNTT,,
SV1407,Lê Như Tuấn,Nữ,1998-12-08,Cần Thơ,0492027144,VP,CNTT,,
SV1408,Trần Minh Thắm,Nữ,2000-10-30,Vĩnh Phúc,0546571855,CLC,CNTT,,
SV1409,Trần Hồng Thúy,Nữ,2003-03-24,Quảng Nam,0307068272,CQ,CNTT,,
SV1410,Lê Thành Thắm,Nam,2004-01-16,Điện Biên,0722942214,CTTT,CNTT,,
SV1411,Nguyễn Thành Hải,Nữ,2005-06-04,Bến Tre,0516356458,VP,CNTT,,
SV1412,Hoàng Huy Thảo,Nam,2002-09-06,Phú Yên,0834339861,CLC,CNTT,,
SV1413,Hoàng Phương Anh Hưng,Nữ,2002-02-25,Bạc Liêu,0498597777,CQ,CNTT,,
SV1414,Trần Tú Quỳnh,Nữ,2002-06-15,Hà Tĩnh,0630722452,CTTT,CNTT,,
SV1415,Bùi Huy Tú Hưng,Nữ,1998-10-07,Bắc Kạn,0356820424,CLC,CNTT,,
SV1416,Hoàng Minh Hà Quỳnh,Nam,2001-12-26,Sơn La,0372464228,CLC,CNTT,,
SV1417,Bùi Như Thảo,Nữ,2001-06-26,Sóc Trăng,0338605760,CLC,CNTT,,
SV1418,Trần Minh Hồng,Nữ,1999-02-09,Bắc Giang,0322128185,CQ,CNTT,,
SV1419,Hoàng Hồng Hương,Nam,2005-04-20,Bình Dương,0914981052,CQ,CNTT,,
SV1420,Hoàng Tú Hiếu,Nữ,2004-09-13,Cà Mau,0766581496,CLC,CNTT,,
SV1421,Bùi Huy Thắng,Nam,2004-01-25,Điện Biên,0779535677,CLC,CNTT,,
SV1422,Huỳnh Tú Trúc,Nữ,1999-08-19,Quảng Ninh,0677832582,VP,CNTT,,
SV1423,Lê Thành Tân,Nam,2005-06-10,Tây Ninh,0456967445,CQ,CNTT,,
SV1424,Đỗ Đức Thùy,Nữ,2002-07-30,Đắk Nông,0637512522,CTTT,CNTT,,
SV1425,Hoàng Phương Anh Linh,Nữ,2001-04-20,Vĩnh Long,0408052049,CTTT,CNTT,,
SV1426,Lê Thành Đức Hồng,Nam,2002-05-01,Kon Tum,0795580211,CQ,CNTT,,
SV1427,Trần Minh Thúy,Nam,2001-06-16,Bình Phước,0404031959,VP,CNTT,,
SV1428,Trần Tú Quân Phúc,Nam,2005-11-21,Cần Thơ,0602949763,VP,CNTT,,
SV1429,Nguyễn Tú Quân Thúy,Nữ,2006-06-09,Đà Nẵng,0513252742,CTTT,CNTT,,
SV1430,Nguyễn Hào Nam Ngân,Nữ,2004-04-24,Bình Định,0591060355,CTTT,CNTT,,
SV1431,Hoàng Phương Anh Diệu,Nam,1999-01-25,Đồng Nai,0950658028,CQ,CNTT,,
SV1432,Nguyễn Huy Quỳnh,Nam,2003-01-22,Thừa Thiên Huế,0457728850,CQ,CNTT,,
SV1433,Võ Huy Ngân,Nữ,2000-04-15,Ninh Bình,0945645860,CLC,CNTT,,
SV1434,Lê Tú Hương,Nam,2004-12-27,Bình Định,0940258532,CTTT,CNTT,,
SV1435,Nguyễn Thành Phượng,Nam,2001-03-18,Hà Nội,0871204363,CLC,CNTT,,
SV1436,Đặng Hồng Trang,Nữ,2004-06-27,Bình Thuận,0649009763,CLC,CNTT,,
SV1437,Phạm Minh Hà Hiếu,Nam,1998-11-04,Khánh Hòa,0677185798,VP,CNTT,,
SV1438,Đặng Như Quang,Nữ,1999-04-07,Đắk Nông,0463300145,CTTT,CNTT,,
SV1439,Lê Thị Kim Hà,Nữ,2005-01-03,Bình Thuận,0373059171,CTTT,CNTT,,
SV1440,Huỳnh Phương Lan,Nữ,2001-01-17,Quảng Trị,0485387362,VP,CNTT,,
SV1441,Hoàng Tú Hồng,Nam,2000-03-22,Nghệ An,0724073847,CTTT,CNTT,,
SV1442,Hoàng Huy Quang,Nữ,2003-04-08,Thanh Hóa,0423652747,CLC,CNTT,,
SV1443,Hoàng Huy Tú Thúy,Nam,2002-01-16,Bạc Liêu,0731968342,CTTT,CNTT,,
SV1444,Hoàng Minh Hà Hà,Nữ,2005-02-06,Quảng Nam,0942533648,CTTT,CNTT,,
SV1445,Bùi Văn Huy Diệu,Nam,2004-09-01,Hà Nam,0852409250,CQ,CNTT,,
SV1446,Võ Như Mai,Nam,2004-05-24,Lâm Đồng,0386665274,CLC,CNTT,,
SV1447,Bùi Huy Dương,Nam,1999-10-14,Lạng Sơn,0758316564,VP,CNTT,,
SV1448,Đỗ Thành Quỳnh,Nữ,2001-11-07,Bình Thuận,0801359505,CTTT,CNTT,,
SV1449,Trần Hồng Hương,Nữ,1999-06-17,Cần Thơ,0303886594,CLC,CNTT,,
SV1450,Nguyễn Phương Hiếu,Nữ,1998-12-13,Đắk Lắk,0415477101,CLC,CNTT,,
SV1451,Huỳnh Hồng Trúc,Nam,1999-10-06,Lai Châu,0472972385,CLC,CNTT,,
SV1452,Đặng Hồng Hải,Nam,1999-02-11,Lai Châu,0541971718,VP,CNTT,,
SV1453,Nguyễn Văn Thanh,Nữ,2005-01-11,Hà Nam,0572385120,VP,CNTT,,
SV1454,Hoàng Huy Tú Mai,Nữ,1998-11-13,Đà Nẵng,0722514183,VP,CNTT,,
SV1455,Bùi Hào Nam Thúy,Nữ,1999-08-17,Cao Bằng,0619056553,CLC,CNTT,,
SV1456,Phạm Văn Huy Bình,Nữ,2004-06-25,Đắk Lắk,0588463942,VP,CNTT,,
SV1457,Hoàng Văn Huy Trúc,Nam,1998-10-02,Bến Tre,0824400357,VP,CNTT,,
SV1458,Hoàng Thành Đức Thùy,Nam,1998-11-23,Vĩnh Phúc,0690393172,CTTT,CNTT,,
SV1459,Bùi Đức Thanh,Nam,2006-02-06,Bình Định,0805994440,CQ,CNTT,,
SV1460,Đặng Minh Hà Điền,Nam,1998-08-08,Long An,0874244492,CTTT,CNTT,,
SV1461,Hoàng Minh Hà Phúc,Nữ,2002-06-30,Vĩnh Long,0369934490,CQ,CNTT,,
SV1462,Võ Huy Tú Nguyệt,Nữ,2005-09-15,Hải Dương,0330060991,CTTT,CNTT,,
SV1463,Lê Tú Linh,Nữ,1999-05-18,Hậu Giang,0436618130,VP,CNTT,,
SV1464,Nguyễn Đức Hưng,Nữ,2004-11-20,Đà Nẵng,0989903926,CLC,CNTT,,
SV1465,Bùi Thị Kim Duy,Nữ,2006-02-01,Hải Phòng,0351666732,CQ,CNTT,,
SV1466,Lê Thành Lan,Nam,2002-01-01,Sơn La,0684127032,VP,CNTT,,
SV1467,Võ Huy Tú Minh,Nữ,2000-05-03,Quảng Bình,0547557061,CLC,CNTT,,
SV1468,Huỳnh Huy Thắng,Nam,1999-10-11,Tuyên Quang,0372868773,VP,CNTT,,
SV1469,Đỗ Huy Hòa,Nam,2001-02-19,Lai Châu,0846085822,VP,CNTT,,
SV1470,Đỗ Quốc Việt Khải,Nam,2000-03-16,Long An,0347932135,CQ,CNTT,,
SV1471,Trần Phương Anh Đạt,Nữ,2005-09-20,TP. Hồ Chí Minh,0602041635,VP,CNTT,,
SV1472,Huỳnh Đức Long Dương,Nữ,2004-01-19,Bạc Liêu,0576933924,VP,CNTT,,
SV1473,Võ Thị Hương,Nữ,2003-12-21,Nam Định,0627431513,CLC,CNTT,,
SV1474,Hoàng Như Hồng,Nam,2004-12-22,Lâm Đồng,0505657465,CTTT,CNTT,,
SV1475,Hoàng Phương Hà,Nữ,2001-12-01,Khánh Hòa,0867343025,CQ,CNTT,,
SV1476,Hoàng Thành Đức Phương,Nữ,1999-07-08,Khánh Hòa,0859407891,CLC,CNTT,,
SV1477,Hoàng Đức Long Thanh,Nam,1999-03-22,Hà Giang,0952737063,VP,CNTT,,
SV1478,Đặng Văn Huy Trường,Nữ,1999-04-28,Khánh Hòa,0951947016,CLC,CNTT,,
SV1479,Phạm Đức Long Nguyệt,Nam,2001-11-03,Hòa Bình,0670520580,CTTT,CNTT,,
SV1480,Hoàng Tú Trúc,Nữ,2005-09-06,Hà Tĩnh,0948842373,CLC,CNTT,,
SV1481,Lê Tú Quân Đạt,Nam,2001-07-10,Hậu Giang,0908023923,CLC,CNTT,,
SV1482,Nguyễn Văn Phượng,Nữ,2001-10-15,Tiền Giang,0570592370,CTTT,CNTT,,
SV1483,Trần Huy Khải,Nữ,2002-01-27,Thái Bình,0745883822,CQ,CNTT,,
SV1484,Huỳnh Đức Long Thắng,Nữ,2005-10-01,Sóc Trăng,0401613704,CQ,CNTT,,
SV1485,Trần Tú Quang,Nam,2005-12-22,Nghệ An,0773964292,CQ,CNTT,,
SV1486,Hoàng Thị Kim Thắng,Nữ,2000-03-08,Vĩnh Phúc,0558873032,CTTT,CNTT,,
SV1487,Hoàng Đức Tâm,Nam,2003-08-23,Điện Biên,0556097569,VP,CNTT,,
SV1488,Trần Thành Đức Hải,Nam,2006-04-17,Sóc Trăng,0940582887,VP,CNTT,,
SV1489,Nguyễn Hồng Tân,Nữ,2001-04-26,Khánh Hòa,0346119859,CLC,CNTT,,
SV1490,Đặng Hào Nam Mai,Nam,2001-04-20,Bình Phước,0335975351,VP,CNTT,,
SV1491,Trần Hào Nam Thúy,Nữ,2006-01-07,Bạc Liêu,0504465127,CQ,CNTT,,
SV1492,Huỳnh Như Phong,Nam,2004-01-20,Tuyên Quang,0707169820,CLC,CNTT,,
SV1493,Đặng Văn Huy Dương,Nữ,2002-10-16,Đồng Nai,0970376174,VP,CNTT,,
SV1494,Đặng Quốc Việt Diệu,Nữ,2005-10-14,Bắc Giang,0545097147,CQ,CNTT,,
SV1495,Nguyễn Văn Minh,Nữ,1999-11-10,Ninh Thuận,0982611481,CQ,CNTT,,
SV1496,Huỳnh Phương Khánh,Nữ,2001-04-18,Bình Thuận,0595967693,CLC,CNTT,,
SV1497,Phạm Đức Thúy,Nữ,2005-07-07,Sóc Trăng,0474514063,CTTT,CNTT,,
SV1498,Hoàng Đức Phương,Nữ,2002-06-25,Hải Dương,0841266504,CQ,CNTT,,
SV1499,Hoàng Phương Anh Hương,Nữ,2006-05-26,Thừa Thiên Huế,0816944847,CLC,CNTT,,
SV1500,Phạm Văn Huy Dương,Nữ,2002-11-14,Hải Dương,0606114595,CLC,CNTT,,
SV1501,Hoàng Tú Quân Đạt,Nữ,1999-08-05,Đắk Nông,0847987690,CTTT,CNTT,,
SV1502,Huỳnh Quốc Việt Hà,Nam,2003-09-20,Nam Định,0317322007,CQ,CNTT,,
SV1503,Bùi Thành Tuấn,Nữ,1999-01-12,Kiên Giang,0689208253,CLC,CNTT,,
SV1504,Lê Thị Hoàng,Nam,2002-11-04,Gia Lai,0304303186,CQ,CNTT,,
SV1505,Võ Đức Hòa,Nữ,2004-11-05,Gia Lai,0527397005,CQ,CNTT,,
SV1506,Hoàng Đức Hải,Nam,2005-08-20,Hậu Giang,0488603056,VP,CNTT,,
SV1507,Trần Phương Thanh,Nữ,2003-05-11,Bình Thuận,0509702982,VP,CNTT,,
SV1508,Đỗ Thành Đức Đạt,Nam,1999-07-05,Đắk Nông,0368805742,CQ,CNTT,,
SV1509,Nguyễn Văn Mai,Nữ,2004-04-06,Bạc Liêu,0685102465,CQ,CNTT,,
SV1510,Lê Minh Nam,Nữ,2003-03-15,Cà Mau,0815365198,CQ,CNTT,,
SV1511,Đặng Huy Nam,Nữ,2003-08-25,Long An,0543196348,CTTT,CNTT,,
SV1512,Lê Minh Hà Hiếu,Nam,2002-01-22,Quảng Ninh,0838871271,CQ,CNTT,,
SV1513,Trần Huy Quang,Nam,2004-03-07,Cao Bằng,0912574373,VP,CNTT,,
SV1514,Bùi Thành Đức Quỳnh,Nữ,2001-09-26,Bạc Liêu,0808283881,CQ,CNTT,,
SV1515,Huỳnh Quốc Việt Thúy,Nam,2006-01-24,Bắc Kạn,0740934191,VP,CNTT,,
SV1516,Nguyễn Thành Đức Phong,Nam,1998-12-05,Điện Biên,0950483110,VP,CNTT,,
SV1517,Hoàng Thành Quỳnh,Nam,2004-12-28,Lai Châu,0947992935,VP,CNTT,,
SV1518,Trần Quốc Việt Đạt,Nam,2002-04-04,Hà Tĩnh,0478851994,VP,CNTT,,
SV1519,Bùi Thành Đức,Nữ,2003-04-18,Bình Dương,0545678974,VP,CNTT,,
SV1520,Võ Thành Ngân,Nam,1998-12-26,Hưng Yên,0357244240,CLC,CNTT,,
SV1521,Đỗ Văn Huy Phượng,Nam,2002-10-05,Hải Phòng,0962884090,CTTT,CNTT,,
SV1522,Phạm Đức Long Quỳnh,Nam,2001-08-19,Ninh Bình,0766796638,CLC,CNTT,,
SV1523,Nguyễn Thành Đức Phượng,Nam,2004-05-11,Bình Định,0984717211,VP,CNTT,,
SV1524,Bùi Văn Huy Anh,Nữ,2005-06-03,Sóc Trăng,0882024976,CQ,CNTT,,
SV1525,Bùi Minh Hà Nam,Nam,2004-10-24,Bình Dương,0978666575,VP,CNTT,,
SV1526,Hoàng Văn Huy Thúy,Nam,1998-07-21,Kon Tum,0531730297,VP,CNTT,,
SV1527,Nguyễn Văn Huy Thắng,Nữ,2003-11-02,Hưng Yên,0817781307,CLC,CNTT,,
SV1528,Võ Minh Duy,Nữ,2001-08-20,Đắk Lắk,0352372506,CTTT,CNTT,,
SV1529,Phạm Huy Tú Trang,Nam,1999-09-16,Bình Thuận,0786527897,VP,CNTT,,
SV1530,Đặng Tú Quân Bảo,Nam,2000-01-06,Cao Bằng,0522264274,CQ,CNTT,,
SV1531,Hoàng Minh Hà Phúc,Nam,2003-10-03,Quảng Nam,0375291286,CQ,CNTT,,
SV1532,Trần Văn Huy Thanh,Nữ,1999-08-06,Đà Nẵng,0670795404,VP,CNTT,,
SV1533,Nguyễn Hồng Tân,Nữ,2002-12-31,Bắc Giang,0999466722,CTTT,CNTT,,
SV1534,Phạm Đức Thúy,Nam,2001-12-01,Quảng Ngãi,0883079750,CLC,CNTT,,
SV1535,Hoàng Thành Nguyệt,Nam,2003-06-04,Quảng Bình,0404865238,CTTT,CNTT,,
SV1536,Đỗ Như Tú,Nữ,2000-07-19,Phú Thọ,0427838156,VP,CNTT,,
SV1537,Phạm Huy Tú Hương,Nữ,2005-01-02,Quảng Trị,0832218331,CLC,CNTT,,
SV1538,Bùi Thành Trường,Nam,2004-11-17,Hà Nội,0566201388,CQ,CNTT,,
SV1539,Hoàng Như Bảo,Nữ,2005-02-09,Thái Bình,0334077008,CQ,CNTT,,
SV1540,Võ Huy Anh,Nữ,2004-05-18,Nghệ An,0408697644,CQ,CNTT,,
SV1541,Hoàng Huy Duy,Nam,2002-04-10,Lai Châu,0456052335,CLC,CNTT,,
SV1542,Lê Huy Phương,Nữ,1999-02-18,Hòa Bình,0661000894,VP,CNTT,,
SV1543,Bùi Phương Anh Ngân,Nam,1999-04-01,Ninh Bình,0428962336,CTTT,CNTT,,
SV1544,Bùi Phương Anh Thắng,Nam,2003-05-06,Hải Dương,0943137719,CLC,CNTT,,
SV1545,Đỗ Thị Phúc,Nữ,2003-11-10,Bình Phước,0491358334,CTTT,CNTT,,
SV1546,Bùi Đức Dương,Nữ,2002-03-08,Nam Định,0767451588,CQ,CNTT,,
SV1547,Bùi Hào Nam Hoàng,Nữ,2003-06-17,Điện Biên,0364608318,CTTT,CNTT,,
SV1548,Nguyễn Thành Đức Duy,Nam,2005-11-27,Lâm Đồng,0813321134,CTTT,CNTT,,
SV1549,Trần Tú Quân Hải,Nam,2001-11-24,Lâm Đồng,0984768872,CQ,CNTT,,
SV1550,Võ Thành Hồng,Nữ,2000-05-27,Ninh Thuận,0397889269,CTTT,CNTT,,
SV1551,Phạm Thành Đức Nam,Nữ,1998-12-09,Sóc Trăng,0453885590,CTTT,CNTT,,
SV1552,Hoàng Thành Duy,Nữ,2004-03-21,An Giang,0860855075,VP,CNTT,,
SV1553,Phạm Minh Khải,Nam,2004-07-02,Tiền Giang,0916441520,CLC,CNTT,,
SV1554,Nguyễn Hồng Hiếu,Nam,1999-05-25,Ninh Bình,0307780541,CQ,CNTT,,
SV1555,Trần Thành Thành,Nam,2004-11-18,Hà Giang,0955067784,CQ,CNTT,,
SV1556,Trần Văn Thúy,Nữ,2000-03-25,Bà Rịa - Vũng Tàu,0990683965,VP,CNTT,,
SV1557,Bùi Thành Phượng,Nam,2004-07-08,Thừa Thiên Huế,0884491268,VP,CNTT,,
SV1558,Hoàng Thị Quỳnh,Nữ,2003-07-18,Bình Dương,0626357585,CLC,CNTT,,
SV1559,Đặng Thành Đức Phong,Nữ,2005-06-02,Ninh Bình,0878524100,CTTT,CNTT,,
SV1560,Lê Phương Duy,Nam,1998-10-14,Bà Rịa - Vũng Tàu,0707619788,CQ,CNTT,,
SV1561,Đỗ Thành Đức Tâm,Nữ,2000-02-22,Quảng Bình,0932536724,VP,CNTT,,
SV1562,Trần Minh Hà Quỳnh,Nữ,2005-01-24,Cao Bằng,0809413320,CTTT,CNTT,,
SV1563,Hoàng Văn Dương,Nữ,2003-01-08,Sơn La,0522410089,CQ,CNTT,,
SV1564,Võ Phương Anh Dương,Nữ,1998-09-25,Lào Cai,0703292492,CLC,CNTT,,
SV1565,Đặng Như Hiếu,Nam,2003-08-01,Tiền Giang,0882328342,CLC,CNTT,,
SV1566,Đỗ Đức Long Anh,Nam,2002-07-04,Bắc Kạn,0555788971,CQ,CNTT,,
SV1567,Đặng Thị Kim Hòa,Nữ,2000-07-28,Tuyên Quang,0419556904,CTTT,CNTT,,
SV1568,Võ Văn Thành,Nữ,2004-12-29,Hà Nam,0869107939,CLC,CNTT,,
SV1569,Đặng Quốc Việt Bình,Nữ,2002-12-21,Lâm Đồng,0512646264,CQ,CNTT,,
SV1570,Võ Như Thúy,Nữ,2005-02-25,Ninh Thuận,0985049101,VP,CNTT,,
SV1571,Phạm Đức Thúy,Nam,2004-04-07,Nam Định,0654676984,CLC,CNTT,,
SV1572,Đỗ Thị Kim Ngân,Nữ,2002-01-11,Quảng Trị,0499206748,CLC,CNTT,,
SV1573,Hoàng Minh Thúy,Nam,2000-05-10,Điện Biên,0814051027,CQ,CNTT,,
SV1574,Hoàng Đức Long Phương,Nam,2002-01-01,Điện Biên,0629565577,VP,CNTT,,
SV1575,Huỳnh Hào Nam Thanh,Nam,2001-05-14,Phú Yên,0742184016,CTTT,CNTT,,
SV1576,Phạm Đức Phong,Nam,2003-04-28,An Giang,0698069055,CLC,CNTT,,
SV1577,Bùi Hồng Khải,Nữ,2000-07-11,Lào Cai,0896031218,CLC,CNTT,,
SV1578,Hoàng Minh Bình,Nam,2002-11-04,Quảng Bình,0723771302,CLC,CNTT,,
SV1579,Lê Phương Anh Thùy,Nữ,2002-03-26,Phú Thọ,0494976435,CQ,CNTT,,
SV1580,Phạm Văn Thảo,Nữ,2004-02-03,Tuyên Quang,0319264304,VP,CNTT,,
SV1581,Đỗ Thành Đức Hoàng,Nữ,2003-05-05,Quảng Ninh,0616219989,CQ,CNTT,,
SV1582,Hoàng Thị Kim Ngọc,Nam,2000-08-04,Điện Biên,0948550884,CTTT,CNTT,,
SV1583,Đặng Thành Thanh,Nữ,2003-10-17,Thừa Thiên Huế,0762819605,CQ,CNTT,,
SV1584,Đặng Văn Huy Thanh,Nữ,2005-01-10,Kiên Giang,0635317542,CTTT,CNTT,,
SV1585,Phạm Hồng Khải,Nữ,1999-03-26,Quảng Trị,0828939345,CLC,CNTT,,
SV1586,Đỗ Đức Long Bảo,Nam,2006-04-10,Ninh Bình,0956894215,CLC,CNTT,,
SV1587,Hoàng Hào Nam Trúc,Nữ,2005-03-30,Tiền Giang,0422959571,CQ,CNTT,,
SV1588,Lê Phương Hưng,Nữ,2002-12-01,Cao Bằng,0975203103,CQ,CNTT,,
SV1589,Huỳnh Quốc Việt Trúc,Nữ,2000-11-24,Quảng Ninh,0318602916,VP,CNTT,,
SV1590,Bùi Đức Long Thảo,Nam,2005-03-30,Tây Ninh,0715296001,CQ,CNTT,,
SV1591,Đỗ Tú Điền,Nam,2000-06-10,Quảng Trị,0319757222,VP,CNTT,,
SV1592,Đỗ Văn Huy Ngân,Nam,2005-08-03,Tuyên Quang,0852669256,VP,CNTT,,
SV1593,Bùi Hồng Bình,Nữ,1998-11-24,Lào Cai,0464361499,VP,CNTT,,
SV1594,Hoàng Minh Phúc,Nam,2003-10-01,Ninh Bình,0719651133,CQ,CNTT,,
SV1595,Đỗ Thị Phượng,Nữ,2004-12-18,Thanh Hóa,0787111828,CLC,CNTT,,
SV1596,Bùi Minh Thúy,Nữ,1999-04-24,Thừa Thiên Huế,0436782549,CLC,CNTT,,
